 ,Image,Slice_Index,Nucleus_ID,X,Y
1,257_study2_image094_AF.png,1,1,227.833,16.833
2,257_study2_image094_AF.png,1,2,248.500,23.500
3,257_study2_image094_AF.png,1,3,287.500,19.833
4,257_study2_image094_AF.png,1,4,377.167,14.833
5,257_study2_image094_AF.png,1,5,480.500,19.167
6,257_study2_image094_AF.png,1,6,452.167,21.167
7,257_study2_image094_AF.png,1,7,444.167,88.833
8,257_study2_image094_AF.png,1,8,460.833,122.500
9,257_study2_image094_AF.png,1,9,335.500,34.833
10,257_study2_image094_AF.png,1,10,45.500,56.500
11,257_study2_image094_AF.png,1,11,76.833,40.167
12,257_study2_image094_AF.png,1,12,88.833,54.500
13,257_study2_image094_AF.png,1,13,209.833,112.833
14,257_study2_image094_AF.png,1,14,178.833,117.500
15,257_study2_image094_AF.png,1,15,120.500,177.167
16,257_study2_image094_AF.png,1,16,84.500,174.167
17,257_study2_image094_AF.png,1,17,56.833,127.833
18,257_study2_image094_AF.png,1,18,114.500,50.500
19,257_study2_image094_AF.png,1,19,318.167,117.833
20,257_study2_image094_AF.png,1,20,303.167,145.833
21,257_study2_image094_AF.png,1,21,279.500,121.833
22,257_study2_image094_AF.png,1,22,256.500,121.500
23,257_study2_image094_AF.png,1,23,257.167,144.500
24,257_study2_image094_AF.png,1,24,294.500,176.833
25,257_study2_image094_AF.png,1,25,267.167,179.833
26,257_study2_image094_AF.png,1,26,334.167,204.167
27,257_study2_image094_AF.png,1,27,395.167,146.167
28,257_study2_image094_AF.png,1,28,370.500,108.500
29,257_study2_image094_AF.png,1,29,480.500,162.167
30,257_study2_image094_AF.png,1,30,449.833,169.167
31,257_study2_image094_AF.png,1,31,474.167,187.500
32,257_study2_image094_AF.png,1,32,458.833,198.167
33,257_study2_image094_AF.png,1,33,490.833,214.500
34,257_study2_image094_AF.png,1,34,464.167,236.833
35,257_study2_image094_AF.png,1,35,496.167,251.833
36,257_study2_image094_AF.png,1,36,484.500,279.500
37,257_study2_image094_AF.png,1,37,443.167,273.833
38,257_study2_image094_AF.png,1,38,415.167,274.500
39,257_study2_image094_AF.png,1,39,414.500,248.167
40,257_study2_image094_AF.png,1,40,399.167,284.833
41,257_study2_image094_AF.png,1,41,413.167,326.500
42,257_study2_image094_AF.png,1,42,410.500,366.500
43,257_study2_image094_AF.png,1,43,353.167,327.167
44,257_study2_image094_AF.png,1,44,341.167,352.833
45,257_study2_image094_AF.png,1,45,321.167,164.833
46,257_study2_image094_AF.png,1,46,356.833,167.167
47,257_study2_image094_AF.png,1,47,370.500,185.833
48,257_study2_image094_AF.png,1,48,481.167,96.833
49,257_study2_image094_AF.png,1,49,69.500,217.833
50,257_study2_image094_AF.png,1,50,47.833,214.167
51,257_study2_image094_AF.png,1,51,25.833,225.500
52,257_study2_image094_AF.png,1,52,54.500,245.833
