 ,Image,Slice_Index,Nucleus_ID,X,Y
1,059_study1_image059_AF.png,1,1,20.833,16.833
2,059_study1_image059_AF.png,1,2,38.500,21.500
3,059_study1_image059_AF.png,1,3,52.167,43.833
4,059_study1_image059_AF.png,1,4,27.167,52.500
5,059_study1_image059_AF.png,1,5,19.833,35.167
6,059_study1_image059_AF.png,1,6,5.167,50.500
7,059_study1_image059_AF.png,1,7,61.833,102.833
8,059_study1_image059_AF.png,1,8,93.833,106.167
9,059_study1_image059_AF.png,1,9,112.500,192.167
10,059_study1_image059_AF.png,1,10,134.167,210.167
11,059_study1_image059_AF.png,1,11,73.833,226.833
12,059_study1_image059_AF.png,1,12,28.500,206.500
13,059_study1_image059_AF.png,1,13,133.167,102.167
14,059_study1_image059_AF.png,1,14,138.833,76.833
15,059_study1_image059_AF.png,1,15,156.500,69.833
16,059_study1_image059_AF.png,1,16,175.500,88.500
17,059_study1_image059_AF.png,1,17,179.500,115.500
18,059_study1_image059_AF.png,1,18,182.833,70.500
19,059_study1_image059_AF.png,1,19,224.167,63.500
20,059_study1_image059_AF.png,1,20,178.500,5.500
21,059_study1_image059_AF.png,1,21,147.833,17.833
22,059_study1_image059_AF.png,1,22,320.833,13.833
23,059_study1_image059_AF.png,1,23,334.167,26.833
24,059_study1_image059_AF.png,1,24,369.833,40.833
25,059_study1_image059_AF.png,1,25,357.500,55.167
26,059_study1_image059_AF.png,1,26,333.167,57.500
27,059_study1_image059_AF.png,1,27,309.500,85.833
28,059_study1_image059_AF.png,1,28,294.833,106.500
29,059_study1_image059_AF.png,1,29,311.500,111.167
30,059_study1_image059_AF.png,1,30,343.833,98.167
31,059_study1_image059_AF.png,1,31,273.833,83.167
32,059_study1_image059_AF.png,1,32,274.500,101.167
33,059_study1_image059_AF.png,1,33,240.167,110.167
34,059_study1_image059_AF.png,1,34,228.167,125.167
35,059_study1_image059_AF.png,1,35,254.167,39.500
36,059_study1_image059_AF.png,1,36,241.833,51.167
37,059_study1_image059_AF.png,1,37,285.167,166.500
38,059_study1_image059_AF.png,1,38,265.500,167.167
39,059_study1_image059_AF.png,1,39,252.833,169.500
40,059_study1_image059_AF.png,1,40,235.833,177.167
41,059_study1_image059_AF.png,1,41,166.500,197.833
42,059_study1_image059_AF.png,1,42,183.167,217.167
43,059_study1_image059_AF.png,1,43,183.833,231.167
44,059_study1_image059_AF.png,1,44,196.500,248.167
45,059_study1_image059_AF.png,1,45,123.500,243.167
46,059_study1_image059_AF.png,1,46,123.833,267.833
47,059_study1_image059_AF.png,1,47,100.500,269.167
48,059_study1_image059_AF.png,1,48,61.167,268.833
49,059_study1_image059_AF.png,1,49,24.500,277.833
50,059_study1_image059_AF.png,1,50,31.167,299.500
