 ,Image,Slice_Index,Nucleus_ID,X,Y
1,189_study2_image026_AF.png,1,1,78.167,51.167
2,189_study2_image026_AF.png,1,2,65.833,25.167
3,189_study2_image026_AF.png,1,3,57.833,52.833
4,189_study2_image026_AF.png,1,4,148.500,7.833
5,189_study2_image026_AF.png,1,5,233.500,19.833
6,189_study2_image026_AF.png,1,6,251.833,5.833
7,189_study2_image026_AF.png,1,7,230.500,70.833
8,189_study2_image026_AF.png,1,8,214.500,114.500
9,189_study2_image026_AF.png,1,9,234.167,106.167
10,189_study2_image026_AF.png,1,10,257.167,111.500
11,189_study2_image026_AF.png,1,11,91.167,108.500
12,189_study2_image026_AF.png,1,12,89.500,130.500
13,189_study2_image026_AF.png,1,13,103.833,137.167
14,189_study2_image026_AF.png,1,14,100.833,166.500
15,189_study2_image026_AF.png,1,15,410.167,86.500
16,189_study2_image026_AF.png,1,16,392.500,143.167
17,189_study2_image026_AF.png,1,17,416.167,154.500
18,189_study2_image026_AF.png,1,18,451.833,140.833
19,189_study2_image026_AF.png,1,19,468.833,154.167
20,189_study2_image026_AF.png,1,20,473.500,181.500
21,189_study2_image026_AF.png,1,21,342.167,208.833
22,189_study2_image026_AF.png,1,22,302.833,247.167
23,189_study2_image026_AF.png,1,23,320.500,326.167
24,189_study2_image026_AF.png,1,24,290.500,283.500
25,189_study2_image026_AF.png,1,25,269.833,281.167
26,189_study2_image026_AF.png,1,26,253.167,286.833
27,189_study2_image026_AF.png,1,27,276.500,300.500
28,189_study2_image026_AF.png,1,28,254.500,304.833
29,189_study2_image026_AF.png,1,29,262.833,349.833
30,189_study2_image026_AF.png,1,30,380.833,307.833
31,189_study2_image026_AF.png,1,31,499.167,276.167
32,189_study2_image026_AF.png,1,32,362.833,263.167
33,189_study2_image026_AF.png,1,33,318.500,269.167
34,189_study2_image026_AF.png,1,34,234.167,249.167
35,189_study2_image026_AF.png,1,35,197.500,279.500
36,189_study2_image026_AF.png,1,36,149.500,268.167
37,189_study2_image026_AF.png,1,37,107.167,279.500
38,189_study2_image026_AF.png,1,38,118.500,266.167
39,189_study2_image026_AF.png,1,39,89.833,303.167
40,189_study2_image026_AF.png,1,40,18.500,210.500
41,189_study2_image026_AF.png,1,41,18.500,232.833
42,189_study2_image026_AF.png,1,42,16.833,249.167
43,189_study2_image026_AF.png,1,43,84.500,209.167
44,189_study2_image026_AF.png,1,44,139.167,174.500
45,189_study2_image026_AF.png,1,45,163.500,169.167
46,189_study2_image026_AF.png,1,46,200.167,139.167
47,189_study2_image026_AF.png,1,47,110.833,117.833
48,189_study2_image026_AF.png,1,48,121.500,85.833
49,189_study2_image026_AF.png,1,49,105.500,73.833
50,189_study2_image026_AF.png,1,50,399.500,39.500
51,189_study2_image026_AF.png,1,51,401.167,18.500
52,189_study2_image026_AF.png,1,52,379.500,40.833
53,189_study2_image026_AF.png,1,53,360.833,15.167
54,189_study2_image026_AF.png,1,54,338.167,28.500
55,189_study2_image026_AF.png,1,55,424.167,47.500
56,189_study2_image026_AF.png,1,56,459.167,58.500
57,189_study2_image026_AF.png,1,57,303.167,189.833
58,189_study2_image026_AF.png,1,58,285.500,171.833
59,189_study2_image026_AF.png,1,59,259.167,175.833
60,189_study2_image026_AF.png,1,60,73.833,155.833
61,189_study2_image026_AF.png,1,61,390.500,263.167
62,189_study2_image026_AF.png,1,62,484.500,297.500
63,189_study2_image026_AF.png,1,63,420.500,350.833
64,189_study2_image026_AF.png,1,64,433.833,380.833
65,189_study2_image026_AF.png,1,65,410.500,367.833
66,189_study2_image026_AF.png,1,66,417.500,389.167
67,189_study2_image026_AF.png,1,67,426.167,413.500
68,189_study2_image026_AF.png,1,68,291.833,384.500
69,189_study2_image026_AF.png,1,69,262.167,384.500
70,189_study2_image026_AF.png,1,70,178.833,343.833
71,189_study2_image026_AF.png,1,71,187.500,306.167
72,189_study2_image026_AF.png,1,72,169.167,330.167
73,189_study2_image026_AF.png,1,73,126.500,326.167
74,189_study2_image026_AF.png,1,74,107.500,321.833
75,189_study2_image026_AF.png,1,75,58.833,347.500
76,189_study2_image026_AF.png,1,76,43.167,357.500
77,189_study2_image026_AF.png,1,77,26.167,375.833
78,189_study2_image026_AF.png,1,78,30.167,328.500
79,189_study2_image026_AF.png,1,79,11.833,322.833
80,189_study2_image026_AF.png,1,80,508.500,51.167
81,189_study2_image026_AF.png,1,81,353.833,283.500
82,189_study2_image026_AF.png,1,82,226.833,209.833
83,189_study2_image026_AF.png,1,83,287.500,347.167
84,189_study2_image026_AF.png,1,84,319.833,367.167
85,189_study2_image026_AF.png,1,85,323.500,387.167
86,189_study2_image026_AF.png,1,86,209.500,405.167
87,189_study2_image026_AF.png,1,87,208.167,376.167
88,189_study2_image026_AF.png,1,88,163.500,399.500
89,189_study2_image026_AF.png,1,89,156.833,417.833
90,189_study2_image026_AF.png,1,90,304.833,449.833
91,189_study2_image026_AF.png,1,91,278.167,464.833
92,189_study2_image026_AF.png,1,92,292.167,428.167
93,189_study2_image026_AF.png,1,93,288.167,407.167
94,189_study2_image026_AF.png,1,94,270.500,406.167
95,189_study2_image026_AF.png,1,95,250.500,414.833
96,189_study2_image026_AF.png,1,96,234.500,451.167
97,189_study2_image026_AF.png,1,97,208.500,458.500
98,189_study2_image026_AF.png,1,98,186.167,462.833
99,189_study2_image026_AF.png,1,99,477.500,323.167
100,189_study2_image026_AF.png,1,100,413.500,128.833
101,189_study2_image026_AF.png,1,101,103.500,381.500
102,189_study2_image026_AF.png,1,102,79.833,364.833
103,189_study2_image026_AF.png,1,103,162.833,377.500
104,189_study2_image026_AF.png,1,104,345.167,243.167
105,189_study2_image026_AF.png,1,105,380.500,464.833
106,189_study2_image026_AF.png,1,106,261.167,475.833
107,189_study2_image026_AF.png,1,107,148.167,475.833
108,189_study2_image026_AF.png,1,108,65.833,468.500
109,189_study2_image026_AF.png,1,109,82.500,462.833
110,189_study2_image026_AF.png,1,110,38.167,461.833
111,189_study2_image026_AF.png,1,111,27.167,487.833
112,189_study2_image026_AF.png,1,112,453.833,356.500
113,189_study2_image026_AF.png,1,113,469.167,261.167
114,189_study2_image026_AF.png,1,114,347.833,84.167
115,189_study2_image026_AF.png,1,115,108.833,475.833
116,189_study2_image026_AF.png,1,116,292.500,482.833
117,189_study2_image026_AF.png,1,117,20.500,274.167
118,189_study2_image026_AF.png,1,118,53.167,320.167
119,189_study2_image026_AF.png,1,119,165.500,6.833
120,189_study2_image026_AF.png,1,120,27.500,18.833
121,189_study2_image026_AF.png,1,121,497.500,387.167
122,189_study2_image026_AF.png,1,122,356.833,415.833
123,189_study2_image026_AF.png,1,123,298.833,368.500
124,189_study2_image026_AF.png,1,124,265.167,427.167
125,189_study2_image026_AF.png,1,125,141.167,375.167
126,189_study2_image026_AF.png,1,126,146.500,399.500
127,189_study2_image026_AF.png,1,127,65.833,195.500
128,213_study2_image050_AF.png,2,2,110.500,375.833
129,213_study2_image050_AF.png,2,3,108.167,353.167
130,213_study2_image050_AF.png,2,4,82.167,115.500
131,213_study2_image050_AF.png,2,5,194.500,144.500
132,213_study2_image050_AF.png,2,6,233.833,171.500
133,213_study2_image050_AF.png,2,7,267.500,145.833
134,213_study2_image050_AF.png,2,8,104.167,271.167
135,213_study2_image050_AF.png,2,9,86.500,265.167
136,213_study2_image050_AF.png,2,10,132.167,272.167
137,213_study2_image050_AF.png,2,11,120.833,225.500
138,213_study2_image050_AF.png,2,12,104.833,210.167
139,213_study2_image050_AF.png,2,13,97.500,187.167
140,213_study2_image050_AF.png,2,14,35.167,416.500
141,213_study2_image050_AF.png,2,15,60.167,362.500
142,213_study2_image050_AF.png,2,16,62.833,388.167
143,213_study2_image050_AF.png,2,17,358.167,326.500
144,213_study2_image050_AF.png,2,18,294.833,335.167
145,213_study2_image050_AF.png,2,19,260.833,331.833
146,213_study2_image050_AF.png,2,20,236.833,437.167
147,213_study2_image050_AF.png,2,21,181.167,439.833
148,213_study2_image050_AF.png,2,22,67.833,348.833
149,213_study2_image050_AF.png,2,23,81.500,331.167
150,213_study2_image050_AF.png,2,24,81.500,236.833
151,213_study2_image050_AF.png,2,25,271.833,186.500
152,213_study2_image050_AF.png,2,26,275.833,165.167
153,213_study2_image050_AF.png,2,27,352.500,97.833
154,213_study2_image050_AF.png,2,28,464.833,61.833
155,213_study2_image050_AF.png,2,29,488.500,69.167
156,213_study2_image050_AF.png,2,30,417.167,27.833
157,213_study2_image050_AF.png,2,31,379.167,238.500
158,213_study2_image050_AF.png,2,32,395.833,315.167
159,213_study2_image050_AF.png,2,33,427.500,315.167
160,213_study2_image050_AF.png,2,34,273.833,264.500
161,213_study2_image050_AF.png,2,35,258.500,78.167
162,213_study2_image050_AF.png,2,36,192.167,17.167
163,213_study2_image050_AF.png,2,37,239.167,35.167
164,213_study2_image050_AF.png,2,38,396.833,231.167
165,213_study2_image050_AF.png,2,39,448.833,72.833
166,213_study2_image050_AF.png,2,40,465.167,35.500
167,213_study2_image050_AF.png,2,41,285.167,103.167
168,213_study2_image050_AF.png,2,42,92.167,68.833
169,213_study2_image050_AF.png,2,43,141.167,494.833
170,213_study2_image050_AF.png,2,44,222.500,145.500
171,213_study2_image050_AF.png,2,45,108.167,396.500
172,213_study2_image050_AF.png,2,46,42.833,342.500
173,213_study2_image050_AF.png,2,47,53.833,244.167
174,243_study2_image080_AF.png,3,1,372.833,63.500
175,243_study2_image080_AF.png,3,2,350.500,78.167
176,243_study2_image080_AF.png,3,3,361.833,91.167
177,243_study2_image080_AF.png,3,4,35.167,12.500
178,243_study2_image080_AF.png,3,5,135.500,52.500
179,243_study2_image080_AF.png,3,6,150.833,53.833
180,243_study2_image080_AF.png,3,7,197.500,169.167
181,243_study2_image080_AF.png,3,8,209.833,152.167
182,243_study2_image080_AF.png,3,9,183.833,148.500
183,243_study2_image080_AF.png,3,10,167.500,166.833
184,243_study2_image080_AF.png,3,11,175.167,184.167
185,243_study2_image080_AF.png,3,12,154.167,189.500
186,243_study2_image080_AF.png,3,13,161.500,204.167
187,243_study2_image080_AF.png,3,14,134.833,204.500
188,243_study2_image080_AF.png,3,15,117.500,211.833
189,243_study2_image080_AF.png,3,16,127.500,183.167
190,243_study2_image080_AF.png,3,17,101.167,149.167
191,243_study2_image080_AF.png,3,18,58.167,191.500
192,243_study2_image080_AF.png,3,19,22.833,221.167
193,243_study2_image080_AF.png,3,20,58.167,239.833
194,243_study2_image080_AF.png,3,21,60.500,259.833
195,243_study2_image080_AF.png,3,22,51.500,285.500
196,243_study2_image080_AF.png,3,23,33.833,312.167
197,243_study2_image080_AF.png,3,24,23.833,338.167
198,243_study2_image080_AF.png,3,25,13.833,270.500
199,243_study2_image080_AF.png,3,26,157.833,367.833
200,243_study2_image080_AF.png,3,27,126.833,348.167
201,243_study2_image080_AF.png,3,28,114.167,327.833
202,243_study2_image080_AF.png,3,29,126.833,317.500
203,243_study2_image080_AF.png,3,30,151.833,295.167
204,243_study2_image080_AF.png,3,31,145.833,254.500
205,243_study2_image080_AF.png,3,32,129.167,251.833
206,243_study2_image080_AF.png,3,33,163.167,253.500
207,243_study2_image080_AF.png,3,34,155.167,235.167
208,243_study2_image080_AF.png,3,35,170.167,232.833
209,243_study2_image080_AF.png,3,36,185.833,235.167
210,243_study2_image080_AF.png,3,37,198.833,250.167
211,243_study2_image080_AF.png,3,38,215.833,256.833
212,243_study2_image080_AF.png,3,39,216.833,286.167
213,243_study2_image080_AF.png,3,40,216.833,306.500
214,243_study2_image080_AF.png,3,41,217.167,325.833
215,243_study2_image080_AF.png,3,42,196.167,321.500
216,243_study2_image080_AF.png,3,43,189.833,302.500
217,243_study2_image080_AF.png,3,44,238.833,315.500
218,243_study2_image080_AF.png,3,45,238.167,292.500
219,243_study2_image080_AF.png,3,46,261.833,310.500
220,243_study2_image080_AF.png,3,47,264.167,338.167
221,243_study2_image080_AF.png,3,48,260.167,400.167
222,243_study2_image080_AF.png,3,49,243.500,387.500
223,243_study2_image080_AF.png,3,50,244.167,431.500
224,243_study2_image080_AF.png,3,51,241.833,462.500
225,243_study2_image080_AF.png,3,52,219.833,459.167
226,243_study2_image080_AF.png,3,53,223.167,482.167
227,243_study2_image080_AF.png,3,54,209.167,461.167
228,243_study2_image080_AF.png,3,55,188.500,462.833
229,243_study2_image080_AF.png,3,56,172.167,466.833
230,243_study2_image080_AF.png,3,57,188.833,489.833
231,243_study2_image080_AF.png,3,58,149.167,440.833
232,243_study2_image080_AF.png,3,59,119.833,436.833
233,243_study2_image080_AF.png,3,60,139.833,429.833
234,243_study2_image080_AF.png,3,61,110.833,397.833
235,243_study2_image080_AF.png,3,62,93.167,380.833
236,243_study2_image080_AF.png,3,63,301.500,338.167
237,243_study2_image080_AF.png,3,64,290.500,368.833
238,243_study2_image080_AF.png,3,65,219.167,365.500
239,243_study2_image080_AF.png,3,66,88.167,504.167
240,243_study2_image080_AF.png,3,67,107.833,488.167
241,243_study2_image080_AF.png,3,68,35.167,422.500
242,243_study2_image080_AF.png,3,69,27.833,415.167
243,243_study2_image080_AF.png,3,70,94.500,450.167
244,243_study2_image080_AF.png,3,71,436.833,16.500
245,243_study2_image080_AF.png,3,72,411.500,55.167
246,243_study2_image080_AF.png,3,73,442.833,195.833
247,243_study2_image080_AF.png,3,74,429.833,213.167
248,243_study2_image080_AF.png,3,75,431.833,245.500
249,243_study2_image080_AF.png,3,76,401.500,283.833
250,243_study2_image080_AF.png,3,77,371.500,318.833
251,243_study2_image080_AF.png,3,78,383.500,372.500
252,243_study2_image080_AF.png,3,79,360.167,379.167
253,243_study2_image080_AF.png,3,80,374.500,397.500
254,243_study2_image080_AF.png,3,81,413.500,424.167
255,243_study2_image080_AF.png,3,82,442.833,420.833
256,243_study2_image080_AF.png,3,83,427.833,394.500
257,243_study2_image080_AF.png,3,84,362.833,440.167
258,243_study2_image080_AF.png,3,85,372.167,453.833
259,243_study2_image080_AF.png,3,86,356.167,474.167
260,243_study2_image080_AF.png,3,87,304.833,492.167
261,243_study2_image080_AF.png,3,88,329.167,375.167
262,243_study2_image080_AF.png,3,89,312.833,380.500
263,243_study2_image080_AF.png,3,90,174.167,120.833
264,243_study2_image080_AF.png,3,91,187.167,128.833
265,243_study2_image080_AF.png,3,92,197.500,137.167
266,243_study2_image080_AF.png,3,93,125.167,150.500
267,243_study2_image080_AF.png,3,94,335.167,63.833
268,243_study2_image080_AF.png,3,95,351.167,154.833
269,243_study2_image080_AF.png,3,96,397.500,250.167
270,243_study2_image080_AF.png,3,97,355.500,312.500
271,243_study2_image080_AF.png,3,98,223.833,223.833
